id_cliente,nome_cliente,cpf,telefone,email,score,qtd_contas,contas_ativas,saldo_total,qtd_emprestimos,emprestimos_ativos,emprestimos_quitados,valor_em_aberto,qtd_transacoes,volume_transacionado,qtd_cartoes,cartoes_ativos,farol,parecer
392,Arthur Gabriel Cavalcanti da Conceição,49380152698,61932385256,calebe58@teixeira.br,189.55,1,0,1630224.56,2,2,0,4335024.4,29,27483.48,2,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
393,Juliana Cavalcante Ramos,63921845033,54998462017,marianaalves@cardoso.net,595.89,2,1,3638963.4,4,1,0,1030948.26,59,94909.26,6,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
394,Marina Nunes Vasconcelos,24850619711,00954512086,diegoduarte@ramos.com.br,894.25,1,0,398734.8,2,1,0,1084050.6,15,15415.88,2,1,VERDE,Cliente seguro. Baixo risco de inadimplência.
395,Pedro Lucas Aragão Abreu,13256904734,27943521843,eloahda-rocha@da.br,608.0,1,0,996473.25,3,0,1,0.0,25,21816.09,1,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
396,Cauê Mendonça Sousa,36801927540,05935835817,jmarques@barros.com,119.89,2,0,318214.38,4,2,0,3384841.52,37,48131.49,5,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
397,Ravi Lucca Camargo Abreu,81726093450,93954989739,luanpastor@farias.br,770.49,3,2,668557.92,5,1,1,164613.26,72,54247.1,4,2,VERDE,Cliente seguro. Baixo risco de inadimplência.
398,Théo Lopes Nogueira,35680291703,22900932085,clarice98@ferreira.com,561.28,3,2,288031.71,3,0,2,0.0,61,29472.64,5,3,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
399,Nina Cunha Câmara,67840593283,31924742007,lunacastro@fernandes.edu.br,897.35,3,0,1336893.92,6,0,3,0.0,74,89328.14,6,2,VERDE,Cliente seguro. Baixo risco de inadimplência.
400,Hadassa da Rocha Vasconcelos,12068954389,81932792488,rezendeluan@silveira.com,541.8,2,1,261475.69,2,1,1,652208.34,41,10233.48,2,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
401,Júlia Silveira Peixoto,70143859684,66937441229,gbarbosa@pacheco.edu.br,226.69,1,0,638017.14,3,1,1,727739.06,17,11420.88,1,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
402,Hellena Campos Correia,89164570258,65951336063,ravy75@novaes.com.br,875.37,3,1,1338379.24,6,3,1,3027762.24,59,78358.04,7,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
403,Davi Miguel Dias da Mata,93108764250,51983768801,rodriguesjoao-vitor@freitas.net,994.44,3,1,3285355.64,5,1,2,5099471.94,82,65313.96,5,0,VERDE,Cliente seguro. Baixo risco de inadimplência.
404,Cecília Novais Abreu,43965280783,76991797286,thalessampaio@fonseca.com,615.23,1,0,1004505.6,3,1,0,1987228.8,20,31600.86,2,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
405,Isabella da Paz Caldeira,75213096859,98924127994,limamaria-flor@ribeiro.com.br,349.89,3,1,1357482.94,5,0,3,0.0,76,46267.05,5,2,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
406,Milena Casa Grande Ribeiro,40273681508,70923394228,maria-luisa15@aragao.com.br,772.69,2,1,1604367.66,4,2,2,651772.75,44,28627.24,3,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
407,Caroline Monteiro Mendes,05726148967,45991795062,theorocha@nunes.br,826.49,2,2,1257702.79,5,0,2,0.0,41,27547.62,2,1,VERDE,Cliente seguro. Baixo risco de inadimplência.
408,Carolina Casa Grande Pires,85469103242,17913663109,yan95@silveira.com.br,658.3,2,1,1085651.28,3,1,1,1486187.68,62,28727.74,3,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
409,Davi Lucas Melo Fogaça,23541980605,02923862183,cavalcantemurilo@gomes.br,207.21,1,1,1772595.12,2,0,1,0.0,38,41838.56,2,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
410,Rafaela Almeida Guerra,58104723626,87901492182,marinamelo@abreu.br,862.62,3,0,3262371.9,5,1,0,2013643.84,89,83829.11,7,2,VERDE,Cliente seguro. Baixo risco de inadimplência.
411,Theodoro Araújo Ferreira,60498513289,42996151807,henrysampaio@melo.com,750.49,3,0,1335150.58,5,1,1,576151.38,53,34360.4,4,2,VERDE,Cliente seguro. Baixo risco de inadimplência.
412,Clarice Brito Macedo,39256081768,40905644730,vitor-hugomoura@porto.br,27.28,2,1,2080463.28,4,1,3,1956604.02,49,49078.98,5,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
413,Marcos Vinicius Vieira Viana,27850694120,15977685818,osilveira@castro.com,131.12,2,1,1844141.52,3,1,0,337445.4,49,34947.03,3,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
414,Yan da Costa Cardoso,32068951703,73997737961,anthony-gabriel37@casa.com,64.53,2,1,945600.42,5,1,1,865168.2,36,79900.51,4,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
415,Oliver Araújo da Mota,84357926092,28953154812,yvieira@freitas.gov.br,998.93,2,0,2082954.36,5,0,2,0.0,40,45451.26,4,1,VERDE,Cliente seguro. Baixo risco de inadimplência.
416,Amanda Rocha Peixoto,74651308244,69939397847,krios@campos.gov.br,823.27,1,0,433557.6,2,0,0,0.0,40,52743.12,3,1,VERDE,Cliente seguro. Baixo risco de inadimplência.
417,Fernanda Viana Alves,01297863577,51980010535,azevedoana-luiza@fonseca.com.br,855.31,3,1,594291.32,8,1,1,116333.7,64,76257.31,5,1,VERDE,Cliente seguro. Baixo risco de inadimplência.
418,Bianca Silva Sales,69024378583,94961512545,eloahbrito@moraes.gov.br,522.44,1,0,177447.0,1,0,0,0.0,20,6008.77,1,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
419,Bella Barbosa Aparecida,31529670802,21977711467,azevedogael@costela.com.br,269.9,2,0,3630621.12,4,2,1,2796680.32,64,67613.16,5,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
420,Brayan Ramos Nunes,56203897159,55993689746,vitor-hugocarvalho@porto.gov.br,592.26,1,0,2100656.34,3,2,0,7989561.18,38,82993.86,3,2,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
421,Raul da Mota Camargo,27098315621,23920378181,mcassiano@da.net,301.16,2,1,1945815.3,6,1,2,301642.56,54,105843.06,5,2,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
422,Igor Leão Cardoso,73852169003,50945470403,caualeao@silva.net,807.28,1,0,570880.8,1,0,0,0.0,20,9858.32,2,0,VERDE,Cliente seguro. Baixo risco de inadimplência.
423,Pedro Mendes Fonseca,59301872668,36988826318,isaqueda-luz@melo.br,105.9,2,1,2683388.76,5,1,3,4528339.71,81,152467.32,6,1,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
424,Daniela Monteiro Viana,71382695446,35964638278,aurora39@moraes.com.br,896.86,3,1,3356007.15,6,0,2,0.0,60,70813.13,6,2,VERDE,Cliente seguro. Baixo risco de inadimplência.
425,Gabriel Gomes da Rosa,82653407108,19925886826,maria-lizmelo@melo.gov.br,224.56,3,2,6159039.82,7,1,2,688352.13,96,131587.13,8,2,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
426,Letícia Garcia Novaes,32865407144,31970618372,stephanyborges@goncalves.com,398.46,2,1,5037647.76,5,2,2,899419.44,73,128513.0,4,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
427,Aurora Almeida Pimenta,59087341601,17994502176,fsousa@jesus.gov.br,214.95,2,0,1126243.23,4,0,1,0.0,37,29935.71,4,1,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
428,Lucas Porto da Mata,21468097369,73978264222,umoura@duarte.com.br,236.5,1,0,275513.04,1,0,0,0.0,22,6234.98,1,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
429,Augusto Nunes Aparecida,91854732609,29983170642,ayllasousa@sa.com,571.84,2,0,686158.08,3,0,1,0.0,46,43315.25,5,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
430,Lorena Lima Teixeira,90468351701,87966987641,alvesgabrielly@jesus.com,67.62,2,0,1764538.08,4,1,1,3428537.04,48,46305.26,4,1,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
431,Ana Liz Rezende da Cruz,42109357860,55901984667,novaisleo@lopes.br,649.24,2,2,1987657.38,4,0,1,0.0,53,91507.95,6,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
432,Manuella Viana Jesus,67524139080,85979649055,ceciliada-cruz@santos.com,395.13,1,0,1897929.6,3,3,0,3775547.52,32,50285.4,2,1,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
433,Ana Carolina Castro Pereira,59364701216,45976319668,juliana14@camara.gov.br,238.38,2,1,5276884.79,5,0,2,0.0,63,83161.95,4,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
434,Kamilly da Rosa Cassiano,81472359682,47987118053,yasminsouza@lopes.com.br,733.63,1,0,891644.92,2,1,0,534016.66,19,24678.4,2,0,VERDE,Cliente seguro. Baixo risco de inadimplência.
435,Valentim Cavalcanti Mendonça,78321094597,00900736115,maria-sophia08@garcia.com.br,552.5,2,1,3166825.89,3,0,1,0.0,92,115446.3,6,2,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
436,Ravi Silva Ferreira,81527394050,61983677048,joaquim94@nunes.com.br,243.09,2,1,2443762.0,4,2,1,5435299.5,44,39825.58,4,3,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
437,Caio Pastor Pinto,89721603422,70931064777,sofia13@jesus.com.br,17.17,1,0,34842.86,1,0,0,0.0,17,7664.56,2,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
438,Stella Gonçalves Moreira,73540921699,46952666273,nogueiramaria-eduarda@cavalcanti.com,565.8,3,2,5231994.96,9,1,3,1753053.12,87,158241.75,6,3,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
439,Evelyn Gonçalves Carvalho,59764803229,90994351326,amontenegro@lima.gov.br,513.16,3,1,1541136.0,8,1,4,1889188.32,55,69397.07,5,2,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
440,Lucca Sampaio Alves,21087396450,08913766078,rcostela@monteiro.gov.br,757.47,1,1,9466.56,2,0,0,0.0,16,8677.56,1,0,VERDE,Cliente seguro. Baixo risco de inadimplência.
441,Ana Julia Teixeira Camargo,56913284764,32901247087,rmendonca@porto.org,341.7,2,1,391286.0,5,1,1,2939837.76,50,91227.55,4,2,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
442,Davi Miguel Peixoto Cavalcante,47580931214,11958758728,maria-luisasiqueira@peixoto.com.br,651.76,3,0,1543228.44,7,5,1,3380042.9,54,58158.95,4,2,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
443,Ana Clara Porto Casa Grande,15690423734,63933750282,beatriz78@lopes.com.br,613.17,2,0,1024106.1,2,0,1,0.0,70,57713.46,6,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
444,Maya Caldeira Caldeira,13564908242,90924383051,mariah07@aparecida.com,984.41,1,1,1871890.56,3,2,0,3553296.0,32,74034.9,3,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
445,Lunna da Rosa Silveira,13642587062,21983150688,caldeirajoao-gabriel@novaes.com,816.98,1,0,1036666.68,2,0,1,0.0,21,20443.16,2,0,VERDE,Cliente seguro. Baixo risco de inadimplência.
446,Gael Henrique Santos Cunha,91306425824,32998144317,ppacheco@nunes.gov.br,932.99,1,0,1558674.0,1,0,1,0.0,40,24839.55,3,2,VERDE,Cliente seguro. Baixo risco de inadimplência.
447,Thiago Macedo Cavalcanti,07512948379,79955408874,davi-luizfonseca@pereira.com,420.32,3,1,4505625.39,8,1,0,459307.0,61,92988.48,7,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
448,Anthony Gabriel Casa Grande Câmara,06258794300,58972273495,isaquefernandes@caldeira.com.br,878.45,2,0,1071585.41,2,0,0,0.0,51,17670.81,3,2,VERDE,Cliente seguro. Baixo risco de inadimplência.
449,Bárbara das Neves Monteiro,62954038756,31905635346,iporto@da.net,388.82,3,0,2490852.36,6,0,2,0.0,104,137901.57,9,2,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
450,Diogo Borges Camargo,03478629187,02932585981,marquesluigi@da.net,383.68,2,0,838679.46,3,3,0,8873089.71,52,55577.47,4,1,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
451,Calebe Campos das Neves,57318942050,06999421954,silvajade@mendonca.com.br,321.7,3,1,681917.88,6,3,1,4320153.76,61,66109.42,6,2,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
452,Davi Luiz Lima Pinto,56894370265,50985034909,jade98@nunes.com,772.54,1,0,596079.12,2,0,1,0.0,52,66616.32,3,2,VERDE,Cliente seguro. Baixo risco de inadimplência.
453,Ana Julia Ramos da Rocha,89312657437,37976645578,emillymonteiro@aparecida.gov.br,458.21,2,2,821401.76,5,0,0,0.0,31,17250.15,2,2,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
454,Otávio Montenegro Martins,49830657256,43918474038,luiz-otaviocaldeira@novais.gov.br,575.38,2,0,2880650.49,6,2,1,1680104.01,35,59468.76,4,2,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
455,Isaque Jesus Marques,39524876000,62989832554,monteiroeloah@ribeiro.com,993.34,1,1,4798273.05,3,0,1,0.0,41,94043.34,3,1,VERDE,Cliente seguro. Baixo risco de inadimplência.
456,Luan Martins Martins,79845621058,11960381048,gustavo-henrique52@leao.com,143.51,3,1,5266762.32,8,5,1,14482396.08,61,99804.94,6,2,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
457,Juan da Rocha Moreira,30257169830,64934384851,mendoncaemanuella@montenegro.br,527.42,3,1,3445394.64,5,3,2,9133540.58,87,129448.93,7,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
458,Mateus Andrade Lima,95308472629,66993043556,augusto04@viana.br,374.97,3,0,2285610.48,7,3,2,5665658.64,72,91181.54,6,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
459,Maria Clara Martins Barros,84270395141,78907299498,xpastor@monteiro.com,308.0,3,1,4415823.14,7,1,0,2148012.16,91,121132.7,6,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
460,Emanuella Nascimento Pinto,26759831012,03918495604,britojoao-gabriel@freitas.com,736.18,2,1,350768.87,4,1,0,979029.24,25,17726.8,2,1,VERDE,Cliente seguro. Baixo risco de inadimplência.
461,Allana Silva Gomes,91745386084,60912265923,lduarte@teixeira.gov.br,925.52,2,1,2365395.64,5,1,2,658414.84,67,91737.88,4,1,VERDE,Cliente seguro. Baixo risco de inadimplência.
462,Giovanna Carvalho Dias,61457082985,24962010651,lucas-gabrielcarvalho@goncalves.edu.br,855.65,2,1,745031.76,6,1,3,1641978.0,31,38529.09,3,0,VERDE,Cliente seguro. Baixo risco de inadimplência.
463,Stephany Ferreira Brito,81739254023,93990739618,gnascimento@pires.com.br,394.56,2,1,1155050.24,4,2,0,3605981.65,51,65577.06,5,3,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
464,João Miguel Abreu Araújo,51782346007,78958513725,yanaragao@teixeira.com,328.25,1,1,38956.5,1,0,0,0.0,18,4443.6,1,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
465,Felipe da Mata Câmara,35629048783,03916111473,novaiseloa@guerra.br,599.84,2,0,3026219.01,4,0,3,0.0,67,114904.56,6,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
466,Diego Fernandes da Mota,95841306251,15943755469,barrosluisa@pinto.com.br,227.79,3,2,1352215.36,7,3,1,1170968.43,61,74578.26,5,1,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
467,João Felipe Moura Jesus,54937862146,13975579917,machadojoana@costa.gov.br,645.69,1,0,115543.08,2,1,1,400761.45,9,4200.98,1,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
468,Davi Lucas Siqueira Porto,79016483500,76908338023,wmelo@rios.br,41.2,3,1,2500243.2,7,0,3,0.0,102,185958.57,9,3,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
469,João Gabriel Câmara Moura,96825130730,09919799903,luannovais@carvalho.gov.br,602.98,1,0,1081353.12,1,0,0,0.0,37,25974.45,3,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
470,Laura Marques Mendonça,90652748120,64980351800,baraujo@viana.br,911.81,2,1,782119.62,2,0,0,0.0,45,20326.22,3,0,VERDE,Cliente seguro. Baixo risco de inadimplência.
471,Nathan Costela Teixeira,31865970212,93920653104,sousaaylla@santos.gov.br,740.47,2,2,389222.37,2,1,1,2633761.62,39,17587.76,4,0,VERDE,Cliente seguro. Baixo risco de inadimplência.
472,Luísa Cunha Garcia,32987410603,89975534479,nicolasaraujo@nunes.com.br,663.72,2,1,1204437.75,3,2,1,2102152.8,45,30085.77,3,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
473,Daniel Nunes Machado,53761802471,89997159945,arthur-miguelcostela@marques.br,415.97,3,1,2856941.32,6,0,1,0.0,93,142231.27,7,2,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
474,Lorena Melo Cavalcanti,84713526991,13940593537,rgarcia@ferreira.org,499.62,3,1,2907113.74,6,0,4,0.0,61,72409.4,6,3,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
475,Aylla Albuquerque Ferreira,63571928059,17965212575,arthur-gabrielmarques@novaes.com,805.87,1,0,705297.5,2,0,1,0.0,25,11164.1,1,0,VERDE,Cliente seguro. Baixo risco de inadimplência.
476,Asafe Campos Novaes,86714032544,68957503915,jesusbento@jesus.br,52.1,1,0,208594.98,2,1,0,397924.11,9,3443.38,1,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
477,Matteo Silva Marques,23615947819,92975825435,anthony01@nunes.gov.br,877.42,1,0,2184930.72,3,0,0,0.0,28,42873.24,2,0,VERDE,Cliente seguro. Baixo risco de inadimplência.
478,Pedro Henrique da Mota Almeida,32567814035,96956494776,cassianolavinia@moura.edu.br,365.83,1,1,1638511.56,2,0,2,0.0,43,63020.04,3,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
479,Ágatha Machado Almeida,94708125658,41929394010,cfogaca@siqueira.com.br,533.45,3,0,1386965.26,5,0,1,0.0,85,61450.34,6,2,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
480,Rebeca Nogueira Fernandes,54239067847,24947812538,pastorlevi@abreu.org,460.78,3,1,1142049.84,4,3,1,4112055.05,55,37935.59,5,2,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
481,Kevin da Conceição Cardoso,23961780595,72911062571,maria-helenaguerra@goncalves.com,117.55,1,0,113289.03,3,1,0,266178.15,9,6793.62,1,1,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
482,Gabriel Vieira Peixoto,03526714835,19901397015,luiz-henrique24@barros.br,583.71,1,0,130909.24,1,0,1,0.0,19,10415.52,2,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
483,Vicente Araújo Jesus,91725043823,19904386672,nicolegarcia@borges.net,56.57,1,0,693345.42,2,1,0,3286484.28,27,41054.88,3,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
484,Maria Fernanda Viana Garcia,60425738965,86945715628,joao-felipeda-rosa@lopes.com,629.34,1,0,68296.65,3,0,1,0.0,5,5284.98,1,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
485,Isaque Melo Gonçalves,51784926337,86919821277,lsousa@sa.com.br,463.69,2,0,891772.2,3,0,1,0.0,54,37620.61,4,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
486,Ana da Rocha da Cunha,79561403234,69928288336,arios@brito.br,14.51,1,0,462486.6,2,0,2,0.0,18,9657.52,1,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
487,Murilo da Rosa Teixeira,82730469150,19949543509,juanmoraes@da.net,451.98,2,0,825443.5,3,0,2,0.0,50,36204.28,4,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
488,Ana Sophia Pereira Sá,24706159334,66920489731,raquel59@casa.edu.br,60.25,1,0,132668.04,1,1,0,2109444.92,29,16675.28,2,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
489,Laura Viana Alves,07684325108,22982010048,hmartins@campos.gov.br,141.24,3,2,4011832.32,6,3,0,3589981.08,77,98112.12,8,1,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
490,Kamilly da Luz Teixeira,72850694185,77966437349,marcos-vinicius51@pacheco.br,78.79,3,0,4379659.86,5,2,0,5655822.12,94,95417.64,7,2,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
491,Daniel Barbosa Correia,79465230170,50929799231,luiz-gustavoalmeida@macedo.net,483.8,1,0,496144.72,1,1,0,2493469.56,38,18604.68,2,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
492,Maria Câmara Pires,62039817530,10961319453,pedro-miguel01@moura.com,105.6,3,0,2269891.11,6,1,0,1297302.72,69,69315.17,6,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
493,Juliana Souza Campos,01263489524,49945202584,gpimenta@moraes.net,297.58,1,0,607861.8,3,1,1,1230256.56,13,22587.0,2,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
494,Emanuelly Guerra Albuquerque,70342195670,63915962304,leandroaragao@siqueira.br,430.93,2,1,1619415.96,5,1,0,1631146.86,55,57519.14,4,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
495,Giovanna Azevedo Pereira,31905246889,95945363890,gmendonca@da.com,534.7,2,0,3260705.4,5,2,0,908292.96,83,152310.48,6,4,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
496,Joaquim Silva Garcia,38641507280,97989904905,aramos@vargas.gov.br,504.11,1,1,358864.56,1,0,1,0.0,36,24353.28,3,0,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
497,Anthony Gabriel Pimenta Oliveira,32586479173,89908926734,da-motahenry-gabriel@lima.com.br,63.31,2,0,475038.82,4,0,1,0.0,35,21754.68,3,0,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
498,Arthur Gonçalves Mendes,63957104866,05934721272,montenegrohenrique@da.edu.br,313.4,1,0,293144.0,1,0,1,0.0,20,10542.96,2,1,AMARELO,Cliente requer atenção. Avaliar antes de conceder crédito.
499,Renan Ramos da Rocha,14675283071,20922612978,esiqueira@brito.com.br,206.22,2,1,273780.36,6,3,1,1719984.92,28,30484.29,3,1,VERMELHO,Cliente de alto risco. Evitar concessão de crédito.
500,Levi Nunes Costa,41758963093,79907801317,luizacardoso@castro.gov.br,956.18,1,0,747271.8,1,0,0,0.0,33,17741.24,2,0,VERDE,Cliente seguro. Baixo risco de inadimplência.
